"resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","fastestLapSpeed","statusId"
23513,975,836,15,94,20,15,"15",15,0,68,"",NA,66,17,"01:17.1","203.65",12
23514,975,4,1,14,12,16,"16",16,0,66,"",NA,63,4,"01:15.9","206.974",131
23515,975,826,5,26,11,NA,"R",17,0,54,"",NA,33,13,"01:16.7","204.653",131
23516,975,830,9,33,5,NA,"R",18,0,10,"",NA,9,18,"01:17.2","203.396",10
23517,975,13,3,19,7,NA,"R",19,0,0,"",NA,NA,0,"","",4
23518,975,832,5,55,13,NA,"R",20,0,0,"",NA,NA,0,"","",4
23519,976,817,9,3,10,1,"1",1,25,51,"03:55.6",7435573,46,4,"01:44.9","206.048",1
23520,976,822,131,77,2,2,"2",2,18,51,"3.904",7439477,51,3,"01:43.9","207.946",1
23521,976,840,3,18,8,3,"3",3,15,51,"4.009",7439582,44,5,"01:45.1","205.605",1
23522,976,20,6,5,4,4,"4",4,12,51,"5.976",7441549,47,1,"01:43.4","208.919",1
23523,976,1,131,44,1,5,"5",5,10,51,"6.188",7441761,46,2,"01:43.5","208.862",1
23524,976,839,10,31,7,6,"6",6,8,51,"30.298",7465871,39,9,"01:45.6","204.581",1
23525,976,825,210,20,12,7,"7",7,6,51,"41.753",7477326,45,11,"01:46.3","203.277",1
23526,976,832,5,55,15,8,"8",8,4,51,"49.4",7484973,46,10,"01:45.9","204.133",1
23527,976,4,1,14,19,9,"9",9,2,51,"59.551",7495124,49,6,"01:45.2","205.488",1
23528,976,836,15,94,14,10,"10",10,1,51,"+1:29.093",7524666,46,15,"01:47.1","201.743",1
23529,976,828,15,9,17,11,"11",11,0,51,"+1:31.794",7527367,45,16,"01:47.2","201.619",1
23530,976,838,1,2,18,12,"12",12,0,51,"+1:32.160",7527733,45,13,"01:46.6","202.636",1
23531,976,154,210,8,16,13,"13",13,0,50,"",NA,45,14,"01:46.8","202.289",11
23532,976,8,6,7,3,14,"14",14,0,46,"",NA,44,7,"01:45.5","204.76",34
23533,976,815,10,11,6,NA,"R",15,0,39,"",NA,37,8,"01:45.6","204.67",136
23534,976,13,3,19,9,NA,"R",16,0,25,"",NA,10,17,"01:47.3","201.33",22
23535,976,807,4,27,13,NA,"R",17,0,24,"",NA,9,19,"01:48.5","199.111",3
23536,976,830,9,33,5,NA,"R",18,0,12,"",NA,10,12,"01:46.4","203.112",51
23537,976,826,5,26,11,NA,"R",19,0,9,"",NA,9,18,"01:48.4","199.372",84
23538,976,835,4,30,20,NA,"R",20,0,7,"",NA,5,20,"01:51.7","193.518",131
23542,977,822,131,77,1,1,"1",1,25,71,"21:48.5",4908523,51,5,"01:07.8","229.115",1
23543,977,20,6,5,2,2,"2",2,18,71,"0.658",4909181,69,4,"01:07.5","230.306",1
23544,977,817,9,3,4,3,"3",3,15,71,"6.012",4914535,69,2,"01:07.4","230.491",1
23545,977,1,131,44,8,4,"4",4,12,71,"7.43",4915953,69,1,"01:07.4","230.597",1
23546,977,8,6,7,3,5,"5",5,10,71,"20.37",4928893,68,3,"01:07.5","230.341",1
23547,977,154,210,8,6,6,"6",6,8,71,"+1:13.160",4981683,65,10,"01:08.6","226.633",1
23548,977,815,10,11,7,7,"7",7,6,70,"",NA,58,9,"01:08.5","227.03",11
23549,977,839,10,31,9,8,"8",8,4,70,"",NA,68,12,"01:08.7","226.405",11
23550,977,13,3,19,17,9,"9",9,2,70,"",NA,49,7,"01:08.4","227.2",11
23551,977,840,3,18,18,10,"10",10,1,70,"",NA,67,13,"01:08.8","226.017",11
23552,977,835,4,30,16,11,"11",11,0,70,"",NA,64,11,"01:08.7","226.428",11
23553,977,838,1,2,13,12,"12",12,0,70,"",NA,67,8,"01:08.4","227.19",11
23554,977,807,4,27,11,13,"13",13,0,70,"",NA,64,14,"01:09.0","225.146",11
23555,977,836,15,94,20,14,"14",14,0,70,"",NA,60,16,"01:09.2","224.502",11
23556,977,828,15,9,19,15,"15",15,0,69,"",NA,56,17,"01:09.3","224.363",12
23557,977,826,5,26,14,16,"16",16,0,68,"",NA,57,6,"01:08.1","228.395",13
23558,977,832,5,55,10,NA,"R",17,0,44,"",NA,42,15,"01:09.1","224.798",5
23559,977,825,210,20,15,NA,"R",18,0,29,"",NA,23,18,"01:10.4","220.8",9
23560,977,4,1,14,12,NA,"R",19,0,1,"",NA,NA,0,"","",130
23561,977,830,9,33,5,NA,"R",20,0,0,"",NA,NA,0,"","",130
23562,978,1,131,44,1,1,"1",1,25,51,"21:27.4",4887430,48,1,"01:30.6","234.025",1
23563,978,822,131,77,9,2,"2",2,18,51,"14.063",4901493,46,3,"01:30.9","233.294",1
23564,978,8,6,7,2,3,"3",3,15,51,"36.57",4924000,44,4,"01:31.5","231.733",1
23565,978,830,9,33,4,4,"4",4,12,51,"52.125",4939555,51,2,"01:30.7","233.878",1
23566,978,817,9,3,19,5,"5",5,10,51,"+1:05.955",4953385,47,6,"01:31.9","230.833",1
23567,978,807,4,27,5,6,"6",6,8,51,"+1:08.109",4955539,43,8,"01:32.6","229.08",1
23568,978,20,6,5,3,7,"7",7,6,51,"+1:33.989",4981419,38,5,"01:31.9","230.838",1
23569,978,839,10,31,7,8,"8",8,4,50,"",NA,39,15,"01:33.5","226.768",11
23570,978,815,10,11,6,9,"9",9,2,50,"",NA,42,14,"01:33.5","226.809",11
23571,978,13,3,19,14,10,"10",10,1,50,"",NA,39,16,"01:33.6","226.668",11
23572,978,838,1,2,8,11,"11",11,0,50,"",NA,43,13,"01:33.5","226.906",11
23573,978,825,210,20,16,12,"12",12,0,50,"",NA,41,9,"01:32.7","228.818",11
23574,978,154,210,8,10,13,"13",13,0,50,"",NA,45,7,"01:32.3","229.793",11
23575,978,828,15,9,18,14,"14",14,0,50,"",NA,30,10,"01:33.1","227.747",11
23576,978,826,5,26,12,15,"15",15,0,50,"",NA,29,17,"01:33.6","226.591",11
23577,978,840,3,18,15,16,"16",16,0,50,"",NA,44,12,"01:33.4","227.062",11
23578,978,836,15,94,17,17,"17",17,0,50,"",NA,34,11,"01:33.3","227.203",11
23579,978,4,1,14,20,NA,"R",18,0,32,"",NA,22,18,"01:34.3","224.983",131
23580,978,832,5,55,13,NA,"R",19,0,0,"",NA,NA,0,"","",130
23581,978,835,4,30,11,NA,"R",20,0,0,"",NA,NA,0,"","",9
23582,979,20,6,5,1,1,"1",1,25,70,"39:46.7",5986713,69,4,"01:20.8","195.176",1
23583,979,8,6,7,2,2,"2",2,18,70,"0.908",5987621,70,2,"01:20.5","196.015",1
23584,979,822,131,77,3,3,"3",3,15,70,"12.462",5999175,68,6,"01:21.2","194.198",1
23585,979,1,131,44,4,4,"4",4,12,70,"12.885",5999598,66,5,"01:20.8","195.149",1
23586,979,830,9,33,5,5,"5",5,10,70,"13.276",5999989,44,3,"01:20.5","195.944",1
23587,979,4,1,14,7,6,"6",6,8,70,"+1:11.223",6057936,69,1,"01:20.2","196.697",1
23588,979,832,5,55,9,7,"7",7,6,69,"",NA,67,11,"01:21.9","192.639",11
23589,979,815,10,11,13,8,"8",8,4,69,"",NA,68,14,"01:22.1","192.09",11
23590,979,839,10,31,11,9,"9",9,2,69,"",NA,60,15,"01:22.4","191.33",11
23591,979,838,1,2,8,10,"10",10,1,69,"",NA,44,12,"01:22.0","192.43",11
23592,979,826,5,26,16,11,"11",11,0,69,"",NA,42,9,"01:21.6","193.206",11
23593,979,835,4,30,10,12,"12",12,0,69,"",NA,68,7,"01:21.6","193.305",11
23594,979,825,210,20,15,13,"13",13,0,69,"",NA,67,13,"01:22.1","192.102",11
23595,979,840,3,18,17,14,"14",14,0,69,"",NA,53,16,"01:22.8","190.409",11
23596,979,836,15,94,18,15,"15",15,0,68,"",NA,50,18,"01:23.6","188.716",12
23597,979,828,15,9,20,16,"16",16,0,68,"",NA,66,10,"01:21.8","192.92",12
23598,979,807,4,27,12,17,"17",17,0,67,"",NA,61,8,"01:21.6","193.253",23
23599,979,814,3,40,19,NA,"R",18,0,60,"",NA,49,17,"01:23.2","189.466",44
23600,979,154,210,8,14,NA,"R",19,0,20,"",NA,19,19,"01:24.7","186.201",61
23601,979,817,9,3,6,NA,"R",20,0,0,"",NA,NA,0,"","",4
23602,980,1,131,44,1,1,"1",1,25,44,"24:42.8",5082820,35,2,"01:46.6","236.526",1
23603,980,20,6,5,2,2,"2",2,18,44,"2.358",5085178,41,1,"01:46.6","236.583",1
23604,980,817,9,3,6,3,"3",3,15,44,"10.791",5093611,44,3,"01:47.5","234.445",1
23605,980,8,6,7,4,4,"4",4,12,44,"14.471",5097291,36,5,"01:47.7","234.051",1
23606,980,822,131,77,3,5,"5",5,10,44,"16.456",5099276,37,4,"01:47.7","234.071",1
23607,980,807,4,27,7,6,"6",6,8,44,"28.087",5110907,39,7,"01:48.9","231.49",1
23608,980,154,210,8,11,7,"7",7,6,44,"31.553",5114373,37,8,"01:49.1","231.14",1
23609,980,13,3,19,16,8,"8",8,4,44,"36.649",5119469,37,11,"01:49.6","229.98",1
23610,980,839,10,31,9,9,"9",9,2,44,"38.154",5120974,37,14,"01:49.7","229.804",1
23611,980,832,5,55,13,10,"10",10,1,44,"39.447",5122267,39,13,"01:49.7","229.829",1
23612,980,840,3,18,15,11,"11",11,0,44,"48.999",5131819,41,16,"01:50.5","228.095",1
23613,980,826,5,26,19,12,"12",12,0,44,"49.94",5132760,39,12,"01:49.7","229.831",1
23614,980,835,4,30,14,13,"13",13,0,44,"53.239",5136059,44,10,"01:49.3","230.725",1
23615,980,838,1,2,20,14,"14",14,0,44,"57.078",5139898,44,15,"01:49.9","229.415",1
23616,980,825,210,20,12,15,"15",15,0,44,"+1:07.262",5150082,36,9,"01:49.1","231.057",1
23617,980,828,15,9,17,16,"16",16,0,44,"+1:09.711",5152531,25,17,"01:50.8","227.618",1
23618,980,815,10,11,8,17,"17",17,0,42,"",NA,27,6,"01:48.3","232.819",6
23619,980,4,1,14,10,NA,"R",18,0,25,"",NA,12,19,"01:51.7","225.692",5
23620,980,830,9,33,5,NA,"R",19,0,7,"",NA,5,18,"01:51.0","227.111",5
23621,980,836,15,94,18,NA,"R",20,0,2,"",NA,NA,0,"","",4
23622,981,1,131,44,1,1,"1",1,25,53,"15:32.3",4532312,50,2,"01:23.5","249.793",1
23623,981,822,131,77,4,2,"2",2,18,53,"4.471",4536783,53,3,"01:23.5","249.095",1
23624,981,20,6,5,6,3,"3",3,15,53,"36.317",4568629,51,4,"01:23.9","248.576",1
23625,981,817,9,3,16,4,"4",4,12,53,"40.335",4572647,49,1,"01:23.4","250.174",1
23626,981,8,6,7,5,5,"5",5,10,53,"+1:00.082",4592394,43,8,"01:25.1","245.194",1
23627,981,839,10,31,3,6,"6",6,8,53,"+1:11.528",4603840,53,11,"01:25.1","243.482",1
23628,981,840,3,18,2,7,"7",7,6,53,"+1:14.156",4606468,51,10,"01:25.6","243.559",1
23629,981,13,3,19,7,8,"8",8,4,53,"+1:14.834",4607146,30,9,"01:25.5","243.981",1
23630,981,815,10,11,10,9,"9",9,2,53,"+1:15.276",4607588,48,6,"01:25.0","245.442",1
23631,981,830,9,33,13,10,"10",10,1,52,"",NA,48,5,"01:24.4","247.238",11
23632,981,825,210,20,9,11,"11",11,0,52,"",NA,48,15,"01:26.0","242.393",11
23633,981,826,5,26,8,12,"12",12,0,52,"",NA,43,14,"01:25.9","242.796",11
23634,981,807,4,27,14,13,"13",13,0,52,"",NA,46,16,"01:26.1","242.128",11
23635,981,832,5,55,15,14,"14",14,0,52,"",NA,46,17,"01:26.2","241.906",11
23636,981,154,210,8,20,15,"15",15,0,52,"",NA,48,7,"01:25.0","245.292",11
23637,981,836,15,94,12,16,"16",16,0,51,"",NA,47,18,"01:26.5","240.965",12
23638,981,4,1,14,19,17,"17",17,0,50,"",NA,44,13,"01:25.9","242.861",6
23639,981,828,15,9,11,18,"18",18,0,49,"",NA,20,20,"01:27.7","237.897",6
23640,981,838,1,2,18,NA,"R",19,0,33,"",NA,30,19,"01:26.9","239.953",5
23641,981,835,4,30,17,NA,"R",20,0,29,"",NA,27,12,"01:25.8","243.198",5
23642,982,1,131,44,5,1,"1",1,25,58,"03:23.5",7403544,55,1,"01:45.0","173.643",1
23643,982,817,9,3,3,2,"2",2,18,58,"4.507",7408051,57,2,"01:45.3","173.16",1
23644,982,822,131,77,6,3,"3",3,15,58,"8.8",7412344,54,3,"01:45.4","172.989",1
23645,982,832,5,55,10,4,"4",4,12,58,"22.822",7426366,52,4,"01:46.5","171.151",1
23646,982,815,10,11,12,5,"5",5,10,58,"25.359",7428903,52,7,"01:46.7","170.84",1
23647,982,835,4,30,11,6,"6",6,8,58,"27.259",7430803,52,5,"01:46.7","170.855",1
23648,982,838,1,2,9,7,"7",7,6,58,"30.388",7433932,57,6,"01:46.7","170.855",1
23649,982,840,3,18,18,8,"8",8,4,58,"41.696",7445240,55,9,"01:47.5","169.599",1
23650,982,154,210,8,15,9,"9",9,2,58,"43.282",7446826,54,11,"01:47.6","169.402",1
23651,982,839,10,31,14,10,"10",10,1,58,"44.795",7448339,52,12,"01:47.7","169.339",1
23652,982,13,3,19,17,11,"11",11,0,58,"46.536",7450080,58,8,"01:47.1","170.323",1
23653,982,836,15,94,19,12,"12",12,0,56,"",NA,56,14,"01:49.1","167.19",12
23654,982,825,210,20,16,NA,"R",13,0,50,"",NA,44,10,"01:47.6","169.484",5
23655,982,807,4,27,7,NA,"R",14,0,48,"",NA,37,13,"01:48.0","168.816",5
23656,982,828,15,9,20,NA,"R",15,0,35,"",NA,35,15,"01:52.5","162.085",3
23657,982,826,5,26,13,NA,"R",16,0,10,"",NA,10,16,"02:10.5","139.711",3
23658,982,4,1,14,8,NA,"R",17,0,8,"",NA,6,17,"02:13.6","136.503",130
23659,982,20,6,5,1,NA,"R",18,0,0,"",NA,NA,0,"","",3
23660,982,830,9,33,2,NA,"R",19,0,0,"",NA,NA,0,"","",3
23661,982,8,6,7,4,NA,"R",20,0,0,"",NA,NA,0,"","",3
23662,983,830,9,33,3,1,"1",1,25,56,"30:01.3",5401290,50,4,"01:34.5","211.235",1
23663,983,1,131,44,1,2,"2",2,18,56,"12.77",5414060,48,3,"01:34.5","211.269",1
23664,983,817,9,3,4,3,"3",3,15,56,"22.519",5423809,55,5,"01:34.8","210.56",1
23665,983,20,6,5,20,4,"4",4,12,56,"37.362",5438652,41,1,"01:34.1","212.104",1
23666,983,822,131,77,5,5,"5",5,10,56,"56.021",5457311,44,6,"01:35.3","209.424",1
23667,983,815,10,11,9,6,"6",6,8,56,"+1:18.630",5479920,32,7,"01:35.6","208.751",1
23668,983,838,1,2,7,7,"7",7,6,55,"",NA,49,9,"01:35.9","208.012",11
23669,983,840,3,18,13,8,"8",8,4,55,"",NA,46,12,"01:36.6","206.513",11
23670,983,13,3,19,11,9,"9",9,2,55,"",NA,44,14,"01:36.9","205.838",11
23671,983,839,10,31,6,10,"10",10,1,55,"",NA,36,15,"01:37.1","205.56",11
23672,983,4,1,14,10,11,"11",11,0,55,"",NA,11,11,"01:36.5","206.783",11
23673,983,825,210,20,17,12,"12",12,0,55,"",NA,46,18,"01:37.2","205.313",11
23674,983,154,210,8,16,13,"13",13,0,55,"",NA,49,8,"01:35.8","208.305",11
23675,983,842,5,10,15,14,"14",14,0,55,"",NA,45,16,"01:37.2","205.359",11
23676,983,835,4,30,12,15,"15",15,0,55,"",NA,45,17,"01:37.2","205.325",11
23677,983,807,4,27,8,16,"16",16,0,55,"",NA,52,2,"01:34.3","211.686",11
23678,983,836,15,94,18,17,"17",17,0,55,"",NA,53,10,"01:36.4","207.01",11
23679,983,828,15,9,19,18,"18",18,0,54,"",NA,54,13,"01:36.6","206.507",12
23680,983,832,5,55,14,NA,"R",19,0,29,"",NA,27,19,"01:38.1","203.365",5
23681,983,8,6,7,0,NA,"R",20,0,0,"",NA,NA,0,"","",84
23682,984,1,131,44,1,1,"1",1,25,53,"27:31.2",5251194,43,6,"01:33.8","222.917",1
23683,984,830,9,33,4,2,"2",2,18,53,"1.211",5252405,51,5,"01:33.7","223.036",1
23684,984,817,9,3,3,3,"3",3,15,53,"9.679",5260873,52,3,"01:33.7","223.122",1
23685,984,822,131,77,6,4,"4",4,12,53,"10.58",5261774,50,1,"01:33.1","224.439",1
23686,984,8,6,7,10,5,"5",5,10,53,"32.622",5283816,50,2,"01:33.2","224.364",1
23687,984,839,10,31,5,6,"6",6,8,53,"+1:07.788",5318982,50,11,"01:34.8","220.419",1
23688,984,815,10,11,7,7,"7",7,6,53,"+1:11.424",5322618,23,10,"01:34.7","220.649",1
23689,984,825,210,20,12,8,"8",8,4,53,"+1:28.953",5340147,50,13,"01:35.3","219.274",1
23690,984,154,210,8,13,9,"9",9,2,53,"+1:29.883",5341077,50,14,"01:35.3","219.253",1
23691,984,13,3,19,8,10,"10",10,1,52,"",NA,50,16,"01:35.9","217.891",11
23692,984,4,1,14,20,11,"11",11,0,52,"",NA,45,12,"01:35.1","219.797",11
23693,984,835,4,30,18,12,"12",12,0,52,"",NA,50,7,"01:34.1","222.171",11
23694,984,842,5,10,14,13,"13",13,0,52,"",NA,45,8,"01:34.5","221.141",11
23695,984,838,1,2,9,14,"14",14,0,52,"",NA,49,4,"01:33.7","223.05",11
23696,984,836,15,94,17,15,"15",15,0,51,"",NA,27,17,"01:36.4","216.791",12
23697,984,840,3,18,15,NA,"R",16,0,45,"",NA,37,9,"01:34.5","221.106",36
23698,984,807,4,27,11,NA,"R",17,0,40,"",NA,28,15,"01:35.9","218.028",33
23699,984,828,15,9,16,NA,"R",18,0,7,"",NA,7,18,"01:38.6","212.028",3
23700,984,20,6,5,2,NA,"R",19,0,4,"",NA,2,19,"02:06.5","165.314",105
23701,984,832,5,55,19,NA,"R",20,0,0,"",NA,NA,0,"","",3
23702,985,1,131,44,1,1,"1",1,25,56,"33:51.0",5630991,48,5,"01:38.8","200.927",1
23703,985,20,6,7,2,2,"2",2,18,56,"10.143",5641134,42,6,"01:38.8","200.86",1
23704,985,8,6,5,5,3,"3",3,15,56,"15.779",5646770,51,1,"01:37.8","203.003",1
23705,985,830,9,33,16,4,"4",4,12,56,"16.768",5647759,39,4,"01:38.1","202.394",1
23706,985,822,131,77,3,5,"5",5,10,56,"34.967",5665958,54,2,"01:37.8","203.001",1
23707,985,839,10,31,6,6,"6",6,8,56,"+1:30.980",5721971,53,13,"01:40.5","197.482",1
23708,985,832,4,55,7,7,"7",7,6,56,"+1:32.944",5723935,43,12,"01:40.5","197.555",1
23709,985,815,10,11,9,8,"8",8,4,55,"",NA,14,14,"01:40.9","196.793",11
23710,985,13,3,19,10,9,"9",9,2,55,"",NA,36,10,"01:40.1","198.208",11
23711,985,826,5,26,11,10,"10",10,1,55,"",NA,19,15,"01:41.0","196.559",11
23712,985,840,3,18,15,11,"11",11,0,55,"",NA,38,7,"01:39.7","199.133",11
23713,985,838,1,2,20,12,"12",12,0,55,"",NA,27,11,"01:40.3","197.777",11
23714,985,843,5,39,19,13,"13",13,0,55,"",NA,47,8,"01:40.0","198.509",11
23715,985,154,210,8,12,14,"14",14,0,55,"",NA,36,17,"01:41.3","196",11
23716,985,828,15,9,13,15,"15",15,0,55,"",NA,42,16,"01:41.0","196.423",11
23717,985,825,210,20,17,16,"16",16,0,55,"",NA,51,3,"01:37.9","202.739",11
23718,985,4,1,14,8,NA,"R",17,0,24,"",NA,21,18,"01:41.5","195.463",5
23719,985,817,9,3,4,NA,"R",18,0,14,"",NA,14,9,"01:40.1","198.265",5
23720,985,836,15,94,14,NA,"R",19,0,5,"",NA,2,20,"01:47.1","185.357",4
23721,985,807,4,27,18,NA,"R",20,0,3,"",NA,2,19,"01:44.3","190.34",5
23722,986,830,9,33,2,1,"1",1,25,71,"36:26.6",5786552,65,2,"01:18.9","196.4",1
23723,986,822,131,77,4,2,"2",2,18,71,"19.678",5806230,70,3,"01:19.4","195.207",1
23724,986,8,6,7,5,3,"3",3,15,71,"54.007",5840559,59,6,"01:20.1","193.549",1
23725,986,20,6,5,1,4,"4",4,12,71,"+1:10.078",5856630,68,1,"01:18.8","196.666",1
23726,986,839,10,31,6,5,"5",5,10,70,"",NA,67,9,"01:20.9","191.416",11
23727,986,840,3,18,11,6,"6",6,8,70,"",NA,53,12,"01:21.1","191.142",11
23728,986,815,10,11,9,7,"7",7,6,70,"",NA,54,4,"01:19.9","193.852",11
23729,986,825,210,20,14,8,"8",8,4,70,"",NA,68,14,"01:21.2","190.784",11
23730,986,1,131,44,3,9,"9",9,2,70,"",NA,69,5,"01:19.9","193.813",11
23731,986,4,1,14,18,10,"10",10,1,70,"",NA,50,11,"01:21.0","191.255",11
23732,986,13,3,19,10,11,"11",11,0,70,"",NA,55,13,"01:21.1","190.968",11
23733,986,838,1,2,19,12,"12",12,0,70,"",NA,66,10,"01:21.0","191.355",11
23734,986,842,5,10,20,13,"13",13,0,70,"",NA,70,8,"01:20.9","191.622",11
23735,986,836,15,94,13,14,"14",14,0,69,"",NA,56,16,"01:21.6","189.793",12
23736,986,154,210,8,15,15,"15",15,0,69,"",NA,64,7,"01:20.3","192.848",12
23737,986,832,4,55,8,NA,"R",16,0,59,"",NA,34,15,"01:21.4","190.442",5
23738,986,828,15,9,12,NA,"R",17,0,55,"",NA,54,17,"01:21.7","189.682",5
23739,986,843,5,28,17,NA,"R",18,0,30,"",NA,28,19,"01:22.6","187.647",5
23740,986,807,4,27,7,NA,"R",19,0,24,"",NA,18,18,"01:21.7","189.67",10
23741,986,817,9,3,16,NA,"R",20,0,5,"",NA,4,20,"01:22.8","187.155",5
23742,987,20,6,5,2,1,"1",1,25,71,"31:26.3",5486262,63,7,"01:12.5","213.849",1
23743,987,822,131,77,1,2,"2",2,18,71,"2.762",5489024,58,5,"01:12.5","214.064",1
23744,987,8,6,7,3,3,"3",3,15,71,"4.6",5490862,61,6,"01:12.5","213.987",1
23745,987,1,131,44,20,4,"4",4,12,71,"5.468",5491730,63,2,"01:11.8","215.914",1
23746,987,830,9,33,4,5,"5",5,10,71,"32.94",5519202,64,1,"01:11.0","218.349",1
23747,987,817,9,3,14,6,"6",6,8,71,"48.691",5534953,71,4,"01:12.0","215.363",1
23748,987,13,3,19,9,7,"7",7,6,71,"+1:08.882",5555144,60,11,"01:13.5","211.19",1
23749,987,4,1,14,6,8,"8",8,4,71,"+1:09.363",5555625,57,10,"01:13.5","211.193",1
23750,987,815,10,11,5,9,"9",9,2,71,"+1:09.500",5555762,61,8,"01:13.1","212.347",1
23751,987,807,4,27,7,10,"10",10,1,70,"",NA,57,15,"01:13.8","210.314",11
23752,987,832,4,55,8,11,"11",11,0,70,"",NA,67,13,"01:13.6","210.694",11
23753,987,842,5,10,19,12,"12",12,0,70,"",NA,61,9,"01:13.3","211.562",11
23754,987,828,15,9,17,13,"13",13,0,70,"",NA,70,14,"01:13.7","210.577",11
23755,987,836,15,94,15,14,"14",14,0,70,"",NA,60,17,"01:14.8","207.351",11
23756,987,154,210,8,11,15,"15",15,0,69,"",NA,66,12,"01:13.5","210.961",12
23757,987,840,3,18,16,16,"16",16,0,69,"",NA,69,3,"01:11.9","215.863",12
23758,987,843,5,28,18,NA,"R",17,0,40,"",NA,29,16,"01:14.7","207.779",5
23759,987,839,10,31,10,NA,"R",18,0,0,"",NA,NA,0,"","",3
23760,987,838,1,2,12,NA,"R",19,0,0,"",NA,NA,0,"","",3
23761,987,825,210,20,13,NA,"R",20,0,0,"",NA,NA,0,"","",3
23762,988,822,131,77,1,1,"1",1,25,55,"34:14.1",5654062,52,1,"01:40.7","198.652",1
23763,988,1,131,44,2,2,"2",2,18,55,"3.899",5657961,51,3,"01:41.5","197.041",1
23764,988,20,6,5,3,3,"3",3,15,55,"19.33",5673392,5,2,"01:40.8","198.416",1
23765,988,8,6,7,5,4,"4",4,12,55,"45.386",5699448,53,7,"01:42.3","195.376",1
23766,988,830,9,33,6,5,"5",5,10,55,"46.269",5700331,43,5,"01:42.0","195.969",1
23767,988,807,4,27,7,6,"6",6,8,55,"+1:25.713",5739775,53,8,"01:42.4","195.303",1
23768,988,815,10,11,8,7,"7",7,6,55,"+1:32.062",5746124,52,11,"01:42.7","194.708",1
23769,988,839,10,31,9,8,"8",8,4,55,"+1:38.911",5752973,47,10,"01:42.6","01:42.6",1
23770,988,4,1,14,11,9,"9",9,2,54,"",NA,26,4,"01:43.4","193.41",11
23771,988,13,3,19,10,10,"10",10,1,54,"",NA,45,13,"01:43.0","194.071",11
23772,988,154,210,8,16,11,"11",11,0,54,"",NA,51,9,"01:42.4","195.187",11
23773,988,838,1,2,13,12,"12",12,0,54,"",NA,50,20,"01:44.0","192.279",11
23774,988,825,210,20,14,13,"13",13,0,54,"",NA,50,19,"01:43.9","192.387",11
23775,988,836,15,94,18,14,"14",14,0,54,"",NA,50,17,"01:43.9","192.5",11
23776,988,843,5,28,20,15,"15",15,0,54,"",NA,52,18,"01:43.9","192.444",11
23777,988,842,5,10,17,16,"16",16,0,54,"",NA,33,16,"01:43.8","192.542",11
23778,988,828,15,9,19,17,"17",17,0,54,"",NA,36,15,"01:43.6","193.057",11
23779,988,840,3,18,15,18,"18",18,0,54,"",NA,52,6,"01:42.3","195.402",11
23780,988,832,4,55,12,NA,"R",19,0,31,"",NA,26,14,"01:43.4","193.41",36
23781,988,817,9,3,4,NA,"R",20,0,20,"",NA,13,12,"01:42.8","194.579",9
