"resultId","raceId","driverId","constructorId","number","grid","position","positionText","positionOrder","points","laps","time","milliseconds","fastestLap","rank","fastestLapTime","fastestLapSpeed","statusId"
22706,934,828,15,9,15,11,"11",11,0,51,"",NA,31,8,"01:38.1","216.115",11
22707,934,833,209,98,20,12,"12",12,0,49,"",NA,26,15,"01:42.3","207.259",13
22708,934,829,209,28,19,13,"13",13,0,49,"",NA,28,14,"01:41.9","208.082",13
22709,934,832,5,55,8,NA,"R",14,0,31,"",NA,26,11,"01:38.7","214.875",10
22710,934,817,9,3,10,NA,"R",15,0,21,"",NA,14,13,"01:39.9","212.203",10
22711,934,830,5,33,13,NA,"R",16,0,3,"",NA,3,16,"02:20.8","150.647",20
22712,934,813,208,13,14,NA,"R",18,0,0,"",NA,NA,0,"","",4
22713,934,18,1,22,18,NA,"R",19,0,0,"",NA,NA,0,"","",4
22714,934,154,208,8,12,NA,"R",17,0,0,"",NA,NA,0,"","",4
22715,934,831,15,12,16,NA,"W",20,0,0,"",NA,NA,0,"","",6
22716,936,20,6,5,3,1,"1",1,25,69,"46:10.0",6369985,63,5,"01:26.8","181.759",1
22717,936,826,9,26,7,2,"2",2,18,69,"15.748",6385733,57,4,"01:26.5","182.29",1
22718,936,817,9,3,4,3,"3",3,15,69,"25.084",6395069,68,1,"01:24.8","185.939",1
22719,936,830,5,33,9,4,"4",4,12,69,"44.251",6414236,62,11,"01:27.7","179.938",1
22720,936,4,1,14,15,5,"5",5,10,69,"49.079",6419064,67,10,"01:27.3","180.637",1
22721,936,1,131,44,1,6,"6",6,8,69,"52.025",6422010,68,3,"01:25.7","183.974",1
22722,936,154,208,8,10,7,"7",7,6,69,"58.578",6428563,60,14,"01:28.1","179.059",1
22723,936,3,131,6,2,8,"8",8,4,69,"58.876",6428861,68,2,"01:25.1","185.223",1
22724,936,18,1,22,16,9,"9",9,2,69,"+1:07.028",6437013,65,17,"01:28.5","178.139",1
22725,936,828,15,9,17,10,"10",10,1,69,"+1:09.130",6439115,60,12,"01:28.0","179.214",1
22726,936,831,15,12,18,11,"11",11,0,69,"+1:13.458",6443443,51,15,"01:28.3","178.678",1
22727,936,13,3,19,8,12,"12",12,0,69,"+1:14.278",6444263,59,6,"01:26.9","181.566",1
22728,936,822,3,77,6,13,"13",13,0,69,"+1:20.228",6450213,51,8,"01:27.1","181.161",1
22729,936,813,208,13,14,14,"14",14,0,69,"+1:25.142",6455127,62,9,"01:27.1","181.012",1
22730,936,833,209,98,19,15,"15",15,0,67,"",NA,59,20,"01:29.9","175.497",12
22731,936,829,209,28,20,16,"16",16,0,65,"",NA,56,19,"01:29.5","176.134",14
22732,936,832,5,55,12,NA,"R",17,0,60,"",NA,38,18,"01:28.6","177.986",10
22733,936,8,6,7,5,NA,"R",18,0,55,"",NA,24,7,"01:27.0","181.378",131
22734,936,815,10,11,13,NA,"R",19,0,53,"",NA,51,16,"01:28.5","178.212",22
22735,936,807,10,27,11,NA,"R",20,0,41,"",NA,38,13,"01:28.1","179.072",33
22736,937,1,131,44,1,1,"1",1,25,43,"23:40.4",5020387,34,2,"01:52.5","224.12",1
22737,937,3,131,6,2,2,"2",2,18,43,"2.058",5022445,34,1,"01:52.4","224.295",1
22738,937,154,208,8,9,3,"3",3,15,43,"37.988",5058375,37,12,"01:54.8","219.677",1
22739,937,826,9,26,12,4,"4",4,12,43,"45.692",5066079,29,3,"01:53.0","223.073",1
22740,937,815,10,11,4,5,"5",5,10,43,"53.997",5074384,29,13,"01:54.8","219.645",1
22741,937,13,3,19,6,6,"6",6,8,43,"55.283",5075670,23,8,"01:54.1","220.998",1
22742,937,8,6,7,16,7,"7",7,6,43,"55.703",5076090,30,9,"01:54.5","220.18",1
22743,937,830,5,33,18,8,"8",8,4,43,"56.076",5076463,36,4,"01:53.3","222.592",1
22744,937,822,3,77,3,9,"9",9,2,43,"+1:01.040",5081427,23,10,"01:54.6","219.932",131
22745,937,828,15,9,13,10,"10",10,1,43,"+1:31.234",5111621,30,7,"01:54.0","221.136",1
22746,937,831,15,12,14,11,"11",11,0,43,"+1:42.311",5122698,29,6,"01:54.0","221.196",1
22747,937,20,6,5,8,12,"12",12,0,42,"",NA,29,14,"01:55.3","218.654",27
22748,937,4,1,14,20,13,"13",13,0,42,"",NA,34,5,"01:53.7","221.778",11
22749,937,18,1,22,19,14,"14",14,0,42,"",NA,38,15,"01:55.5","218.244",11
22750,937,833,209,98,17,15,"15",15,0,42,"",NA,32,18,"01:58.2","213.366",11
22751,937,829,209,28,15,16,"16",16,0,42,"",NA,33,17,"01:58.1","213.41",11
22752,937,832,5,55,10,NA,"R",17,0,32,"",NA,25,11,"01:54.7","219.867",131
22753,937,817,9,3,5,NA,"R",18,0,19,"",NA,2,16,"01:56.3","216.873",131
22754,937,813,208,13,7,NA,"R",19,0,2,"",NA,NA,0,"","",5
22755,937,807,10,27,11,NA,"W",20,0,0,"",NA,NA,0,"","",75
22756,938,1,131,44,1,1,"1",1,25,53,"18:00.7",4680688,48,1,"01:26.7","240.617",1
22757,938,20,6,5,3,2,"2",2,18,53,"25.042",4705730,52,3,"01:27.4","238.678",1
22758,938,13,3,19,5,3,"3",3,15,53,"47.635",4728323,31,8,"01:27.9","237.326",1
22759,938,822,3,77,6,4,"4",4,12,53,"47.996",4728684,49,6,"01:27.5","238.272",1
22760,938,8,6,7,2,5,"5",5,10,53,"+1:08.860",4749548,43,7,"01:27.6","238.111",1
22761,938,815,10,11,7,6,"6",6,8,53,"+1:12.783",4753471,46,10,"01:28.1","236.609",1
22762,938,807,10,27,9,7,"7",7,6,52,"",NA,36,14,"01:28.9","234.552",11
22763,938,817,9,3,19,8,"8",8,4,52,"",NA,50,9,"01:28.1","236.811",11
22764,938,828,15,9,12,9,"9",9,2,52,"",NA,22,12,"01:28.5","235.604",11
22765,938,826,9,26,18,10,"10",10,1,52,"",NA,39,11,"01:28.2","236.365",11
22766,938,832,5,55,17,11,"11",11,0,52,"",NA,38,5,"01:27.5","238.313",11
22767,938,830,5,33,20,12,"12",12,0,52,"",NA,35,4,"01:27.4","238.64",11
22768,938,831,15,12,17,13,"13",13,0,52,"",NA,51,13,"01:28.7","235.24",11
22769,938,18,1,22,15,14,"14",14,0,52,"",NA,33,16,"01:29.8","232.324",11
22770,938,829,209,28,13,15,"15",15,0,51,"",NA,51,17,"01:31.1","228.927",12
22771,938,833,209,98,14,16,"16",16,0,51,"",NA,29,18,"01:31.3","228.393",12
22772,938,3,131,6,4,17,"17",17,0,50,"",NA,43,2,"01:27.1","239.525",13
22773,938,4,1,14,16,18,"18",18,0,47,"",NA,42,15,"01:29.3","233.575",16
22774,938,154,208,8,8,NA,"R",19,0,1,"",NA,NA,0,"","",130
22775,938,813,208,13,10,NA,"R",20,0,1,"",NA,NA,0,"","",130
22776,939,20,6,5,1,1,"1",1,25,61,"01:22.1",7282118,53,2,"01:50.1","165.659",1
22777,939,817,9,3,2,2,"2",2,18,61,"1.478",7283596,52,1,"01:50.0","165.701",1
22778,939,8,6,7,3,3,"3",3,15,61,"17.154",7299272,48,5,"01:50.3","165.251",1
22779,939,3,131,6,6,4,"4",4,12,61,"24.72",7306838,50,7,"01:50.9","164.368",1
22780,939,822,3,77,7,5,"5",5,10,61,"34.204",7316322,49,10,"01:51.3","163.765",1
22781,939,826,9,26,4,6,"6",6,8,61,"35.508",7317626,36,8,"01:51.1","164.109",1
22782,939,815,10,11,13,7,"7",7,6,61,"50.836",7332954,44,12,"01:52.0","162.847",1
22783,939,830,5,33,8,8,"8",8,4,61,"51.45",7333568,43,4,"01:50.3","165.315",1
22784,939,832,5,55,14,9,"9",9,2,61,"52.86",7334978,43,6,"01:50.4","165.161",1
22785,939,831,15,12,16,10,"10",10,1,61,"+1:30.045",7372163,36,15,"01:52.6","161.984",1
22786,939,828,15,9,17,11,"11",11,0,61,"+1:37.507",7379625,30,11,"01:51.6","163.395",1
22787,939,813,208,13,18,12,"12",12,0,61,"+1:37.718",7379836,57,3,"01:50.2","165.5",1
22788,939,154,208,8,10,13,"13",13,0,59,"",NA,28,13,"01:52.4","162.292",27
22789,939,834,209,53,20,14,"14",14,0,59,"",NA,43,19,"01:55.3","158.127",12
22790,939,829,209,28,19,15,"15",15,0,59,"",NA,45,20,"01:55.9","157.338",12
22791,939,18,1,22,15,NA,"R",16,0,52,"",NA,43,9,"01:51.2","164.023",6
22792,939,4,1,14,12,NA,"R",17,0,33,"",NA,27,16,"01:53.3","160.9",6
22793,939,1,131,44,5,NA,"R",18,0,32,"",NA,24,14,"01:52.5","162.072",37
22794,939,13,3,19,9,NA,"R",19,0,30,"",NA,19,17,"01:53.7","160.417",6
22795,939,807,10,27,11,NA,"R",20,0,12,"",NA,6,18,"01:53.9","160.132",4
22796,940,1,131,44,2,1,"1",1,25,53,"",NA,33,1,"01:36.1","217.434",1
22797,940,3,131,6,1,2,"2",2,18,53,"",NA,31,2,"01:37.1","215.191",1
22798,940,20,6,5,4,3,"3",3,15,53,"",NA,32,3,"01:37.9","213.523",1
22799,940,8,6,7,6,4,"4",4,12,53,"",NA,32,4,"01:38.0","213.242",1
22800,940,822,3,77,3,5,"5",5,10,53,"",NA,41,8,"01:38.2","212.795",1
22801,940,807,10,27,13,6,"6",6,8,53,"",NA,43,9,"01:38.3","212.6",1
22802,940,154,208,8,8,7,"7",7,6,53,"",NA,35,6,"01:38.2","212.955",1
22803,940,813,208,13,11,8,"8",8,4,53,"",NA,39,5,"01:38.1","213.022",1
22804,940,830,5,33,17,9,"9",9,2,53,"",NA,32,7,"01:38.2","212.803",1
22805,940,832,5,55,10,10,"10",10,1,52,"",NA,16,13,"01:38.7","211.835",11
22806,940,4,1,14,12,11,"11",11,0,52,"",NA,45,16,"01:39.6","209.862",11
22807,940,815,10,11,9,12,"12",12,0,52,"",NA,50,11,"01:38.6","212.039",11
22808,940,826,9,26,20,13,"13",13,0,52,"",NA,36,10,"01:38.4","212.524",11
22809,940,828,15,9,15,14,"14",14,0,52,"",NA,28,15,"01:39.3","210.434",11
22810,940,817,9,3,7,15,"15",15,0,52,"",NA,32,14,"01:38.9","211.381",11
22811,940,18,1,22,14,16,"16",16,0,52,"",NA,31,18,"01:40.1","208.799",11
22812,940,13,3,19,5,17,"17",17,0,51,"",NA,51,12,"01:38.6","212.031",12
22813,940,834,209,53,19,18,"18",18,0,51,"",NA,35,20,"01:41.5","206.029",12
22814,940,829,209,28,18,19,"19",19,0,50,"",NA,44,19,"01:41.5","206.06",13
22815,940,831,15,12,16,NA,"R",20,0,49,"",NA,39,17,"01:40.1","208.868",31
22816,941,1,131,44,2,1,"1",1,25,53,"37:11.0",5831024,44,3,"01:40.6","209.328",1
22817,941,20,6,5,4,2,"2",2,18,53,"5.953",5836977,51,1,"01:40.1","210.378",1
22818,941,815,10,11,7,3,"3",3,15,53,"28.918",5859942,48,9,"01:41.8","206.862",1
22819,941,13,3,19,15,4,"4",4,12,53,"38.831",5869855,48,4,"01:40.9","208.689",1
22820,941,8,6,7,5,8,"8",8,4,53,"+1:12.358",5903382,48,2,"01:40.3","209.91",1
22821,941,831,15,12,12,6,"6",6,8,53,"56.508",5887532,52,6,"01:41.4","207.678",1
22822,941,813,208,13,14,7,"7",7,6,53,"+1:01.088",5892112,52,7,"01:41.5","207.402",1
22824,941,18,1,22,13,9,"9",9,2,53,"+1:19.467",5910491,53,13,"01:43.1","204.261",1
22825,941,830,5,33,9,10,"10",10,1,53,"+1:28.424",5919448,45,15,"01:43.3","203.871",1
22826,941,4,1,14,19,11,"11",11,0,53,"+1:31.210",5922234,29,12,"01:42.6","205.115",1
22827,941,822,3,77,3,12,"12",12,0,52,"",NA,45,5,"01:41.1","208.167",4
22828,941,833,209,98,18,13,"13",13,0,52,"",NA,50,17,"01:45.0","200.409",11
22829,941,829,209,28,17,14,"14",14,0,51,"",NA,50,16,"01:44.9","200.644",12
22830,941,817,9,3,10,15,"15",15,0,47,"",NA,43,10,"01:41.9","206.626",22
22831,941,832,5,55,20,NA,"R",16,0,45,"",NA,44,11,"01:42.3","205.879",23
22832,941,154,208,8,8,NA,"R",17,0,11,"",NA,7,18,"01:45.3","199.996",3
22833,941,3,131,6,1,NA,"R",18,0,7,"",NA,6,14,"01:43.1","204.132",37
22834,941,807,10,27,6,NA,"R",19,0,0,"",NA,NA,0,"","",4
22835,941,828,15,9,17,NA,"R",20,0,0,"",NA,NA,0,"","",4
22837,942,1,131,44,2,1,"1",1,25,56,"50:52.7",6652703,48,2,"01:40.7","197.014",1
22836,941,826,9,26,11,5,"5",5,10,53,"47.566",5878590,NA,0,"","",1
22838,942,3,131,6,1,2,"2",2,18,56,"2.85",6655553,49,1,"01:40.7","197.154",1
22839,942,20,6,5,13,3,"3",3,15,56,"3.381",6656084,52,3,"01:41.3","195.863",1
22840,942,830,5,33,8,4,"4",4,12,56,"22.359",6675062,51,9,"01:43.2","192.366",1
22841,942,815,10,11,5,5,"5",5,10,56,"24.413",6677116,54,7,"01:43.0","192.668",1
22842,942,18,1,22,11,6,"6",6,8,56,"28.058",6680761,50,8,"01:43.0","192.638",1
22843,942,832,5,55,20,7,"7",7,6,56,"30.619",6683322,51,5,"01:42.7","193.325",1
22844,942,813,208,13,12,8,"8",8,4,56,"32.273",6684976,51,6,"01:42.8","192.97",1
22845,942,831,15,12,15,9,"9",9,2,56,"40.257",6692960,54,12,"01:44.4","190.09",1
22846,942,817,9,3,3,10,"10",10,1,56,"53.371",6706074,53,4,"01:42.0","194.614",1
22847,942,4,1,14,9,11,"11",11,0,56,"54.816",6707519,55,11,"01:44.3","190.243",1
22848,942,834,209,53,17,12,"12",12,0,56,"+1:15.277",6727980,50,16,"01:48.2","183.472",1
22849,942,826,9,26,4,NA,"R",13,0,41,"",NA,41,10,"01:43.7","191.335",3
22850,942,807,10,27,6,NA,"R",14,0,35,"",NA,24,13,"01:45.1","188.846",3
22851,942,828,15,9,14,NA,"R",15,0,25,"",NA,24,15,"01:47.4","184.825",31
22852,942,8,6,7,18,NA,"R",16,0,25,"",NA,24,14,"01:46.2","186.905",135
22853,942,13,3,19,7,NA,"R",17,0,23,"",NA,22,17,"01:48.2","183.374",31
22854,942,154,208,8,10,NA,"R",18,0,10,"",NA,8,18,"01:59.6","165.926",31
22855,942,822,3,77,16,NA,"R",19,0,5,"",NA,3,19,"02:31.9","130.623",31
22856,942,829,209,28,19,NA,"R",20,0,1,"",NA,NA,0,"","",31
22857,943,3,131,6,1,1,"1",1,25,71,"42:35.0",6155038,67,1,"01:20.5","192.426",1
22858,943,1,131,44,2,2,"2",2,18,71,"1.954",6156992,67,2,"01:20.7","191.945",1
22859,943,822,3,77,6,3,"3",3,15,71,"14.592",6169630,68,4,"01:21.6","189.917",1
22860,943,826,9,26,4,4,"4",4,12,71,"16.572",6171610,69,3,"01:21.5","190.001",1
22861,943,817,9,3,5,5,"5",5,10,71,"19.682",6174720,70,5,"01:21.6","189.824",1
22862,943,13,3,19,7,6,"6",6,8,71,"21.493",6176531,71,7,"01:22.0","188.935",1
22863,943,807,10,27,10,7,"7",7,6,71,"25.86",6180898,69,9,"01:22.4","188.059",1
22864,943,815,10,11,9,8,"8",8,4,71,"34.343",6189381,51,12,"01:22.8","187.227",1
22865,943,830,5,33,8,9,"9",9,2,71,"35.229",6190267,70,10,"01:22.6","187.576",1
22866,943,154,208,8,12,10,"10",10,1,71,"37.934",6192972,69,13,"01:22.9","186.92",1
22867,943,813,208,13,13,11,"11",11,0,71,"38.538",6193576,70,14,"01:23.0","186.762",1
22868,943,828,15,9,14,12,"12",12,0,71,"40.18",6195218,62,11,"01:22.7","187.32",1
22869,943,832,5,55,11,13,"13",13,0,71,"48.772",6203810,46,8,"01:22.2","188.56",1
22870,943,18,1,22,20,14,"14",14,0,71,"49.214",6204252,49,15,"01:23.0","186.666",1
22871,943,834,209,53,16,15,"15",15,0,69,"",NA,69,18,"01:25.0","182.276",12
22872,943,829,209,28,17,16,"16",16,0,69,"",NA,67,19,"01:25.5","181.136",12
22873,943,831,15,12,15,NA,"R",17,0,57,"",NA,48,16,"01:23.4","185.895",23
22874,943,20,6,5,3,NA,"R",18,0,50,"",NA,48,6,"01:21.8","189.309",3
22875,943,8,6,7,19,NA,"R",19,0,21,"",NA,20,17,"01:24.1","184.338",4
22876,943,4,1,14,18,NA,"R",20,0,1,"",NA,NA,0,"","",31
22877,944,3,131,6,1,1,"1",1,25,71,"31:09.1",5469090,57,2,"01:15.0","206.95",1
22878,944,1,131,44,2,2,"2",2,18,71,"7.756",5476846,51,1,"01:14.8","207.296",1
22879,944,20,6,5,3,3,"3",3,15,71,"14.244",5483334,57,3,"01:15.0","206.705",1
22880,944,8,6,7,4,4,"4",4,12,71,"47.543",5516633,48,4,"01:15.4","205.691",1
22881,944,822,3,77,7,5,"5",5,10,70,"",NA,61,10,"01:16.0","204.005",11
22882,944,807,10,27,5,6,"6",6,8,70,"",NA,66,16,"01:16.8","202.052",11
22883,944,826,9,26,6,7,"7",7,6,70,"",NA,41,14,"01:16.5","202.776",11
22884,944,154,208,8,14,8,"8",8,4,70,"",NA,57,5,"01:15.7","204.813",11
22885,944,830,5,33,9,9,"9",9,2,70,"",NA,56,9,"01:16.0","204.185",11
22886,944,813,208,13,15,10,"10",10,1,70,"",NA,63,13,"01:16.4","203.164",11
22887,944,817,9,3,19,11,"11",11,0,70,"",NA,56,11,"01:16.3","203.273",11
22888,944,815,10,11,11,12,"12",12,0,70,"",NA,53,8,"01:16.0","204.191",11
22889,944,831,15,12,13,13,"13",13,0,70,"",NA,41,17,"01:16.8","202",11
22890,944,18,1,22,16,14,"14",14,0,70,"",NA,53,12,"01:16.3","203.252",11
22891,944,4,1,14,20,15,"15",15,0,70,"",NA,54,15,"01:16.5","202.726",11
22892,944,828,15,9,12,16,"16",16,0,69,"",NA,57,7,"01:15.8","204.678",12
22893,944,829,209,28,18,17,"17",17,0,67,"",NA,42,19,"01:19.1","196.116",14
22894,944,834,209,53,17,18,"18",18,0,67,"",NA,43,18,"01:18.6","197.316",14
22895,944,832,5,55,10,NA,"R",19,0,0,"",NA,NA,0,"","",31
22896,944,13,3,19,8,NA,"E",20,0,70,"",NA,57,6,"01:15.7","204.803",96
22897,945,3,131,6,1,1,"1",1,25,55,"38:30.2",5910175,37,5,"01:45.4","189.779",1
22898,945,1,131,44,2,2,"2",2,18,55,"8.271",5918446,44,1,"01:44.5","191.302",1
22899,945,8,6,7,3,3,"3",3,15,55,"19.43",5929605,47,4,"01:44.9","190.528",1
22900,945,20,6,5,15,4,"4",4,12,55,"43.735",5953910,48,2,"01:44.6","191.242",1
22901,945,815,10,11,4,5,"5",5,10,55,"+1:03.952",5974127,30,8,"01:45.9","188.818",1
22902,945,817,9,3,5,6,"6",6,8,55,"+1:05.010",5975185,46,9,"01:46.3","188.085",1
22903,945,807,10,27,7,7,"7",7,6,55,"+1:33.618",6003793,29,16,"01:47.1","186.751",1
22904,945,13,3,19,8,8,"8",8,4,55,"+1:37.751",6007926,33,14,"01:47.0","186.891",1
22905,945,154,208,8,18,9,"9",9,2,55,"+1:38.201",6008376,47,7,"01:45.9","188.877",1
22906,945,826,9,26,9,10,"10",10,1,55,"+1:42.371",6012546,27,13,"01:46.9","187.069",1
22907,945,832,5,55,10,11,"11",11,0,55,"+1:43.525",6013700,38,15,"01:47.0","186.867",1
22908,945,18,1,22,12,12,"12",12,0,54,"",NA,29,17,"01:47.5","185.978",11
22909,945,822,3,77,6,13,"13",13,0,54,"",NA,45,11,"01:46.5","187.804",11
22910,945,828,15,9,17,14,"14",14,0,54,"",NA,48,12,"01:46.5","187.71",11
22911,945,831,15,12,14,15,"15",15,0,54,"",NA,46,10,"01:46.4","187.874",11
22912,945,830,5,33,11,16,"16",16,0,54,"",NA,40,6,"01:45.7","189.079",11
22913,945,4,1,14,16,17,"17",17,0,53,"",NA,52,3,"01:44.8","190.793",12
22914,945,829,209,28,19,18,"18",18,0,53,"",NA,53,18,"01:49.6","182.414",12
22915,945,833,209,98,20,19,"19",19,0,52,"",NA,26,19,"01:51.2","179.784",13
22916,945,813,208,13,13,NA,"R",20,0,0,"",NA,NA,0,"","",4
22917,948,3,131,6,2,1,"1",1,25,57,"48:15.6",6495565,21,3,"01:30.6","210.815",1
22918,948,1,131,44,1,2,"2",2,18,57,"8.06",6503625,48,4,"01:30.6","210.608",1
22919,948,20,6,5,3,3,"3",3,15,57,"9.643",6505208,23,2,"01:30.0","212.235",1
22920,948,817,9,3,8,4,"4",4,12,57,"24.33",6519895,49,1,"01:29.0","214.51",1
22921,948,13,3,19,6,5,"5",5,10,57,"58.979",6554544,39,9,"01:32.3","206.861",1
22922,948,154,210,8,19,6,"6",6,8,57,"+1:12.081",6567646,48,17,"01:32.9","205.582",1
22923,948,807,10,27,10,7,"7",7,6,57,"+1:14.199",6569764,49,16,"01:32.8","205.646",1
22924,948,822,3,77,16,8,"8",8,4,57,"+1:15.153",6570718,51,14,"01:32.7","205.886",1
22925,948,832,5,55,7,9,"9",9,2,57,"+1:15.680",6571245,23,7,"01:31.7","208.253",1
22926,948,830,5,33,5,10,"10",10,1,57,"+1:16.833",6572398,44,6,"01:31.5","208.606",1
22927,948,835,4,30,13,11,"11",11,0,57,"+1:23.399",6578964,14,18,"01:33.0","205.376",1
22928,948,825,4,20,14,12,"12",12,0,57,"+1:25.606",6581171,45,10,"01:32.5","206.494",1
22929,948,815,10,11,9,13,"13",13,0,57,"+1:31.699",6587264,39,15,"01:32.8","205.764",1
22930,948,18,1,22,12,14,"14",14,0,56,"",NA,33,8,"01:31.7","208.223",11
22931,948,831,15,12,17,15,"15",15,0,56,"",NA,48,13,"01:32.7","205.917",11
22932,948,836,209,94,21,16,"16",16,0,56,"",NA,34,12,"01:32.7","206.001",11
22933,948,828,15,9,15,NA,"R",17,0,38,"",NA,15,21,"01:33.9","203.327",5
22934,948,8,6,7,4,NA,"R",18,0,21,"",NA,21,5,"01:30.7","210.48",5
22935,948,837,209,88,22,NA,"R",19,0,17,"",NA,15,20,"01:33.8","203.424",26
22936,948,821,210,21,20,NA,"R",20,0,16,"",NA,4,19,"01:33.0","205.281",4
22937,948,4,1,14,11,NA,"R",21,0,16,"",NA,14,11,"01:32.6","206.268",4
22938,948,826,9,26,18,NA,"W",22,0,0,"",NA,NA,0,"","",31
22939,949,3,131,6,2,1,"1",1,25,57,"33:34.7",5614696,41,1,"01:34.5","206.21",1
22940,949,8,6,7,4,2,"2",2,18,57,"10.282",5624978,39,3,"01:35.2","204.745",1
22941,949,1,131,44,1,3,"3",3,15,57,"30.148",5644844,43,2,"01:34.7","205.785",1
22942,949,817,9,3,5,4,"4",4,12,57,"+1:02.494",5677190,44,9,"01:36.1","202.814",1
22943,949,154,210,8,9,5,"5",5,10,57,"+1:18.299",5692995,42,11,"01:36.1","202.749",1
22944,949,830,5,33,10,6,"6",6,8,57,"+1:20.929",5695625,49,7,"01:35.5","204.004",1
22945,949,826,9,26,15,7,"7",7,6,56,"",NA,36,8,"01:35.7","203.633",11
